Key,Source,Context,Changes,English,French,German,Klingon,Spanish
qc_nailsomechicks,items,Animal Challenge Note,KgNone,Nail Some Chicks Challenge,,,,
qc_nailsomechicksDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\n,,,,
qc_nurseyoubacktohealth,items,Zombie Challenge Note,KgNone,Nurse You Back To Health Challenge,,,,
qc_nurseyoubacktohealthDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\n,,,,
qc_silenceofthelambs,items,Zombie Challenge Note,KgNone,Silence of the Lambs,,,,
qc_silenceofthelambsDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\n,,,,
qc_stagparty,items,Animal Challenge Note,KgNone,Stag Party Challenge,,,,
qc_stagpartyDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\n,,,,
qc_thatlldopig,items,Animal Challenge Note,KgNone,That'll Do Pig Challenge,,,,
qc_thatlldopigDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\n,,,,
qc_yournothingspecial,items,Zombie Challenge Note,KgNone,You're Nothing Special,,,,
qc_yournothingspecialDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\n,,,,
qc_ZombieGroupDesc,items,Zombie Challenge Note,KgNone,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nA strange note I found while looting. It's from the Crazy Jake Clan.,,,,
qt_claude,items,Treasure Map,KgNone,Claude's Treasure Map,,,,
qt_claudeDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nA ragged old treasure map I found with some scribbling on it.,,,,
qt_desc,items,Treasure Map,KgNone,A ragged old treasure map I found with some scribbling on it.,,,,
qt_jennifer,items,Treasure Map,KgNone,Jennifer's Treasure Map,,,,
qt_jenniferDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nA ragged old treasure map I found with some scribbling on it.,,,,
qt_nickole,items,Treasure Map,KgNone,Nickole's Treasure Map,,,,
qt_nickoleDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nA ragged old treasure map I found with some scribbling on it.,,,,
qt_raphael,items,Treasure Map,KgNone,Raphael's Treasure Map,,,,
qt_raphaelDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nA ragged old treasure map I found with some scribbling on it.,,,,
qt_sarah,items,Treasure Map,KgNone,Sarah's Treasure Map,,,,
qt_sarahDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nA ragged old treasure map I found with some scribbling on it.,,,,
qt_stephan,items,Treasure Map,KgNone,Stephan's Treasure Map,,,,
qt_stephanDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nA ragged old treasure map I found with some scribbling on it.,,,,
qt_taylor,items,Treasure Map,KgNone,Taylor's Treasure Map,,,,
qt_taylorDesc,items,Item,,Type: [decea3]Quest[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nA ragged old treasure map I found with some scribbling on it.,,,,
qualityJoe,progression,Skill,KgNone,Quality Joe,,,,
qualityJoeDesc,progression,Skill,KgNone,"Adds 25, 50 or 100 quality points to found items. This perk can only be purchased.",,,,
questItemArtSupplies,items,Item,,[Q] Art Supplies,,,,
questItemArtSuppliesDesc,items,Item,,[Quest Item] This set of art supplies is in surprisingly good shape. Someone might like these...,,,,
questItemBaseball,items,Item,,[Q] Autographed Baseball,,,,
questItemBaseballDesc,items,Item,,"[Quest Item] This baseball has someone's signature writen on it. You're not sure who or if they were once someone important, but it might mean something to someone.",,,,
questItemBong,items,Item,,[Q] Bong,,,,
questItemBongDesc,items,Item,,"[Quest Item] Shocking this is in pretty good condition, though it shows clear signs that it recieved rigorous use. Used for tobacco paraphernalia. Someone might like this..",,,,
questItemBook,items,Item,,[Q] Classic Literature,,,,
questItemBookDesc,items,Item,,[Quest Item] This is a very old novel of writen tales. Too bad you don't have the time to really sit down and read through this - it'd take days!,,,,
questItemCards,items,Item,,[Q] Playing Cards,,,,
questItemCardsDesc,items,Item,,[Quest Item] An unsealed pack of playing cards. This is sure to make someone happy.,,,,
questItemCigarettes,items,Item,,[Q] Carton of Cigarettes,,,,
questItemCigarettesDesc,items,Item,,"[Quest Item] An unopened carton of cigarettes. They're extremely addicting and bad for your health. Someone out there might pay a high price for them, though...",,,,
questItemColoringBook,items,Item,,[Q] Coloring Book,,,,
questItemColoringBookDesc,items,Item,,[Quest Item] A coloring book with only a few of the pages already used. This would make a good gift for a child.,,,,
questItemCondoms,items,Item,,[Q] Condoms,,,,
questItemCondomsDesc,items,Item,,[Quest Item] An unopened box of condoms. You don't yet have use for them yourself but someone might pay a good price for them.,,,,
questItemGameboy,items,Item,,[Q] Gameboy,,,,
questItemGameboyDesc,items,Item,,[Quest Item] An old handheld video game system. Batteries are dead but the game cartridge is still inside! This would make a good gift for a child. ,,,,
questItemRing,items,Item,,[Q] Diamond Wedding Ring,,,,
questItemRing2,items,Item,,[Q] Wedding Band,,,,
questItemRing2Desc,items,Item,,[Quest Item] This plain wedding band is all the remains of a once commited relationship.,,,,
questItemRingDesc,items,Item,,[Quest Item] This is a brilliant and beautiful diamond ring and the only proof of a love that once was.,,,,
questItemTeddy,items,Item,,[Q] Teddy Bear,,,,
questItemTeddyDesc,items,Item,,[Quest Item] A stuffed teddy bear. A little dirty and roughed up but only cosmetic scars. It'd make a decent gift for a child.,,,,
questItemToiletPaper,items,Item,,[Q] Toilet Paper,,,,
questItemToiletPaperDesc,items,Item,,[Quest Item] An amazingly soft roll of untouched toilet paper,,,,
questItemWalkman,items,Item,,[Q] Walkman Cassette Player,,,,
questItemWalkmanDesc,items,Item,,[Quest Item] An old walkman audio cassette player. No batteries or tape to be found but someone might like it.,,,,
questItemWallet,items,Item,,[Q] Gatorskin Wallet,,,,
questItemWalletDesc,items,Item,,[Quest Item] This gatorskin wallet was made to impress. Too bad all it holds is expires coupons.,,,,
questunavailable,UI,Tooltip,KgNone,You cannot accept this quest at this time.,,,,
quickerCrafting,progression,Skill,KgNone,Quicker Crafting,,,,
quickerCraftingDesc,progression,Skill,KgNone,Reduces how long it takes to craft things by 10% for each rank.,,,,
radiated,blocks,Terrain,KgNone,Radiated Earth,,,,
radiation,buffs,Buff,KgNone,Deadly Radiation,,,,
radiationDesc,buffs,Buff,KgNone,You have entered a Deadly Radiation zone!,,,,
radiationTooltip,buffs,Buff,KgNone,You have entered a Deadly Radiation zone!,,,,
radiator,items,Item,KgNone,Brass Car Radiator,,,,
radiatorDesc,items,Item,KgNone,Type: [decea3]Junk[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Brass[-]\n\nA great souce of bullet casings when melted down.,,,,
railingBlackSheet,blocks,Block,KgNone,Black Iron Railing,,,,
railingGroupDesc,blocks,Block,KgNone,A railing is very useful for not falling from high places.,,,,
railingMetalSheet,blocks,Block,KgNone,Metal Railing,,,,
railingOldWoodSheet,blocks,Block,KgNone,Wood Railing,,,,
railingWoodWhiteSheet,blocks,Block,KgNone,White Wood Railing,,,,
railingWroughtIronSheet,blocks,Block,KgNone,Wrought Iron Railing,,,,
ramenNoodles,items,Item,,Ramen Noodles,,,,
ramenNoodlesDesc,items,Item,,A bag of ramen noodles. These have kept many college students alive during harsh times.,,,,
randomCarsHelper,blocks,Block,KgNone,Random Cars,,,,
randomCarsHelperDesc,blocks,Block,New,"Will randomly spawn (mostly) undamaged, (rare) damaged, (very rare) car wreck",,,,
randomLootSpawnerDesc,blocks,Container,New,CREATIVE: Placed in a prefab this will spawn a random block / loot container.,,,,
rangerHat,items,Clothes,,Ranger Hat,,,,
rangerHatDesc,items,Clothes,,This hat has an led light attached that you can toggle on or off with the F key,,,,
rareOresGroupDesc,items,Item,New,Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\n\nWhen mining you will occasionally find rare metals and ores. Surely they are worth something to someone.,,,,
rawDiamond,items,Item,New,Raw Diamond,,,,
rawDiamondDesc,items,Item,,"Type: [decea3]Trade item[-] [FDFF4F](Very Rare)[-]\n\nIf only i found this before the apocalypse started, I wonder if its a blood diamond.",,,,
rawMeat,items,Food,KgNone,Raw Meat,,,,
rawMeatDesc,items,Food,EnChanged,"Type: [decea3]Food[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nMeat can be eaten raw but is better charred, grilled, boiled or made into stews at a campfire.",,,,
rConcreteArch,blocks,Block,New,Reinforced Concrete Arch 2m,,,,
rConcreteArrowSlitHalf,blocks,Block,New,Reinforced Concrete Arrow Slit,,,,
rConcreteBlock,blocks,Block,KgNone,Reinforced Concrete Block,,,,
rConcreteBlockGroupDesc,blocks,Block,New,Reinforced concrete provides a little explosion resistance and can be upgraded.,,,,
rConcreteCNRFull,blocks,Block,KgNone,Reinforced Concrete Corner Full,,,,
rConcreteCNRInside,blocks,Block,KgNone,Reinforced Concrete Corner Inside,,,,
rConcreteCNRRamp,blocks,Block,KgNone,Reinforced Concrete Corner Ramp,,,,
rConcreteCNRRampFiller,blocks,Block,New,Reinforced Concrete Ramp Corner Filler,,,,
rConcreteCNRRound,blocks,Block,New,Reinforced Concrete Corner Round,,,,
rConcreteCNRRoundTop,blocks,Block,New,Reinforced Concrete Corner Round Top,,,,
rConcreteCTREighth,blocks,Block,New,rConcrete CTR Eighth,,,,
rConcreteCTRPlate,blocks,Block,GrChanged,Reinforced Concrete Center Plate,,,,
rConcreteCTRpole,blocks,Block,New,rConcrete Pole Centered,,,,
rConcreteEighth,blocks,Block,KgNone,Reinforced Concrete 1/8 Block,,,,
rconcreteGable,blocks,Block,KeyChanged EnChanged,Reinforced Concrete Gable,,,,
rConcreteHalf,blocks,Block,KgNone,Reinforced Concrete 1/2 Block,,,,
rConcretePillar100,blocks,Block,KgNone,Reinforced Concrete Pillar100,,,,
rConcretePillar50,blocks,Block,KgNone,Reinforced Concrete Pillar50,,,,
rConcretePlate,blocks,Block,KgNone,Reinforced Concrete Plate,,,,
rConcretePole,blocks,Block,KgNone,Reinforced Concrete Pole,,,,
rConcretePyramid,blocks,Block,KgNone,Reinforced Concrete Pyramid,,,,
rConcreteQuarter,blocks,Block,KgNone,Reinforced Concrete 1/4 Block,,,,
rConcreteRamp,blocks,Block,KgNone,Reinforced Concrete Ramp,,,,
rConcreteStairs25,blocks,Block,KgNone,Reinforced Concrete Stairs25,,,,
rConcreteStairs25CornerCNR,blocks,Block,New,Reinforced Concrete Stairs Corner,,,,
rConcreteSupport,blocks,Block,KgNone,Reinforced Concrete Support,,,,
rConcreteWedge,blocks,Block,KgNone,Reinforced Concrete Wedge,,,,
rConcreteWedgeCNRInsideBottom,blocks,Block,New,Reinforced Concrete Wedge Inside Corner Bottom,,,,
rConcreteWedgeCNRInsideTop,blocks,Block,New,Reinforced Concrete Wedge Inside Corner Top,,,,
rConcreteWedgeIncline,blocks,Block,New,Reinforced Concrete Wedge Incline,,,,
rConcreteWedgeStairs,blocks,Block,New,Reinforced Concrete Wedge Stairs,,,,
rConcreteWedgeTip,blocks,Block,KgNone,Reinforced Concrete Wedge Tip,,,,
rConcreteWedgeTipCNRFullBottom,blocks,Block,New,Reinforced Concrete Wedge Full Corner Bottom,,,,
rConcreteWedgeTipCNRFullTop,blocks,Block,New,Reinforced Concrete Wedge Full Corner Top,,,,
rConcreteWedgeTipStairs,blocks,Block,New,Reinforced Concrete Wedge Tip Stairs,,,,
rebarDestroyed,blocks,Block,KgNone,Rebar Destroyed,,,,
rebarFrameBlock,blocks,Block,KgNone,Rebar Frame,,,,
rebarFrameCNRInside,blocks,Block,KgNone,Rebar Frame Inside Corner,,,,
rebarFrameGroupDesc,blocks,Block,New,Type: [decea3]Block[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nPlace and upgrade with concrete mix and a construction tool using the secondary action. Upgrade more when dry.,,,,
rebarFramePillar100,blocks,Block,KgNone,Rebar Frame Pillar 100,,,,
rebarFrameRamp,blocks,Block,KgNone,Rebar Frame Ramp,,,,
recipebookAnimalTraps,items,Book,,Animal Trapping,,,,
recipebookAnimalTrapsDesc,items,Book,,This book adds to your animal trapping skill which will eventually let you how to make animal snares and chicken coops.,,,,
recipebookArchery,items,Book,,Archery for Beginners,,,,
recipebookArcheryDesc,items,Book,,This book teaches you how to craft a wooden bow and arrows.,,,,
recipebookCarpentery,items,Book,,Handyman Carpentry,,,,
recipebookCarpenteryDesc,items,Book,,This book teaches you how to craft wooden blocks.,,,,
recipebookElectronics,items,Book,,Tesla Electronics,,,,
recipebookElectronicsDesc,items,Book,,This book teaches you how to craft working electrical lights in the Decor Artisan Station.,,,,
recipebookExplosives,items,Book,,Explosives 101,,,,
recipebookExplosivesDesc,items,Book,,This book teaches you how to make explosive traps and gunpowder.,,,,
recipebookGardenTools,items,Book,,Garden Tools Schematics,,,,
recipebookGardenToolsDesc,items,Book,,These schematics will teach you how to perform proper maintenance on various garden shed tools.,,,,
recipebookGlass,items,Book,,Glassworking 101,,,,
recipebookGlassDesc,items,Book,,"This book teaches you how to craft blocks out of glass, empty jars and syringes.",,,,
recipebookJunk,items,Book,,Junk Salvage,,,,
recipebookJunkDesc,items,Book,,This book teaches you how to scrap iron brass and lead. Written by Mr. Sanford.,,,,
recipebookLoki,items,Book,,Loki's Survival Guide,,,,
recipebookLokiDesc,items,Book,,"Written by an author who was surviving off the grid long before the outbreak even began, it should provide some useful tricks and insight to get by in todays harsh world.",,,,
recipebookLokiWeapons,items,Book,,Loki's Survival Weapons,,,,
recipebookLokiWeaponsDesc,items,Book,,"Written by an author who was surviving off the grid long before the outbreak even began, it should provide some useful tricks and insight to get by in todays harsh world.",,,,
recipebookMasonry,items,Book,,Masonry,,,,
recipebookMasonryDesc,items,Book,,"Reading book will raise your skill in Masonry so that you may eventually learn how to craft cobblestone, brick and cement.",,,,
recipebookMetal,items,Book,,Metal Working 101,,,,
recipebookMetalDesc,items,Book,,This book teaches you how to craft blocks made out of metal and iron.,,,,
recipebookNailgun,items,Book,,Nailgun Schematics,,,,
recipebookNailgunDesc,items,Book,,Pages from an nailgun manual. Most are illegible but if you read enough you'll eventually be able to assemble a nailgun.,,,,
recipebookOven,items,Book,,Oven Schematic,,,,
recipebookOvenDesc,items,Book,,These schematics can add to your knowledge of oven repair so that you may eventually be able to craft or repair working ovens.,,,,
recipebookPottery,items,Book,,Pottery,,,,
recipebookPotteryDesc,items,Book,,This book examines the various uses of clay.,,,,
recipebookSecurity,items,Book,,Security Measures,,,,
recipebookSecurity2,items,Book,,Security Measures,,,,
recipebookSecurity2Desc,items,Book,,This book teaches you how to create gear mechanisms for hidden doors and bridges.,,,,
recipebookSecurityDesc,items,Book,,"Reading this will give you levels in Security which will eventually let you craft gun safes, vault doors and drawbridges.",,,,
recipebookSinks,items,Book,,Plumbing 101,,,,
recipebookSinksDesc,items,Book,,This book adds to your knowledge of plumbing. If you learn enough you will be able to craft or repair sinks for clean water.,,,,
recipebookTraps,items,Book,,Improvised Traps,,,,
recipebookTrapsDesc,items,Book,,This book teaches you how to make trap spikes to defend your base.,,,,
redDenimPants,items,Clothes,KgNone,Red Denim Pants,,,,
redDenimPantsDesc,items,Item,,Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n,,,,
redPill,items,Medical,New,Red Pill,,,,
redPillDesc,items,Medical,New,Type: [decea3]Medicine[-] [FF684F](Extremely Rare)[-]\nMaterial: [decea3]Chemical mixture[-]\n\nUse to reduce your Bill Pill effects.,,,,
redTea,items,Food,KgNone,Red Tea,,,,
redTeaCooling,buffs,Buff,KgNone,Cool Drink,,,,
redTeaCoolingDesc,buffs,Buff,KgNone,You feel cooler.,,,,
redTeaCoolingTooltip,buffs,Buff,KgNone,You feel cooler.,,,,
redTeaDesc,items,Food,KgNone,"Type: [decea3]Drink[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Campfire, Oven, Wall Oven[-]\nMaterial: [decea3]Glass[-]\n\nAn ancient Chinese secret, red tea is known for its natural cooling, stamina and re-hydration effects.",,,,
refrigeratorGroupDesc,blocks,Container,KgNone,If food would ever spoil then it would be a good idea to keep it in here.,,,,
regentMustache,,Menu,KgNone,Regent Mustache,,,,
reloadingWeeklyBook,items,Book,KgNone,Reloading Weekly Book,,,,
RemoteDesc,items,Tool,,These are used to toggle hidden doors by clicking on them.,,,,
rentVendingMachine,service,Service,New,Rent Vending Machine,,,,
rentVendingMachineDesc,service,Service,New,This allows you to rent a vending machine for a single game month. The time displayed will be shown in real time units.,,,,
repairKit,items,Item,KgNone,Repair Kit,,,,
repairKitDesc,items,Item,KgNone,"Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Iron[-]\n\nRepair kits made from cloth, oil, duct tape and forged iron are used to repair guns, motorized tools, vehicles and more.",,,,
repairWeapon,UI,Menu,KgNone,Repair Weapon,,,,
respawnTitleMessage,UI,Respawn Window,KgNone,Ready to spawn in the world?,,,,
rifles,progression,Skill,KgNone,Rifles,,,,
riflesDesc,progression,Skill,KgNone,Do more damage with rifles and assault rifles. Gain skill by using items from this group.,,,,
riflesDesc2,progression,Skill,KgNone,Do more damage with hunting or bolt rifles. Gain skill by using items from this group. Level up to 20 to be able to assemble them. Level 30 unlocks silencer.,,,,
roadRailing,blocks,Block,KgNone,Road Railing,,,,
roadRailingEnd,blocks,Block,KgNone,Road Railing End,,,,
roadRailingEnd2,blocks,Block,KgNone,Road Railing End2,,,,
roadRailingPole,blocks,Block,KgNone,Road Railing Pole,,,,
rock01,blocks,Block,EnChanged GrChanged KgNone,Small Rock 01,,,,
rock02,blocks,Block,EnChanged GrChanged KgNone,Small Rock 02,,,,
rock03,blocks,Block,EnChanged GrChanged KgNone,Small Rock 03,,,,
rock04,blocks,Block,EnChanged GrChanged KgNone,Small Rock 04,,,,
rock05,blocks,Block,EnChanged GrChanged KgNone,Small Rock 05,,,,
rock06,blocks,Block,EnChanged GrChanged KgNone,Small Rock 06,,,,
rock07,blocks,Block,EnChanged GrChanged KgNone,Small Rock 07,,,,
rock08,blocks,Block,EnChanged GrChanged KgNone,Small Rock 08,,,,
rock09,blocks,Block,EnChanged GrChanged KgNone,Small Rock 09,,,,
rock10,blocks,Block,EnChanged GrChanged KgNone,Small Rock 10,,,,
rock11,blocks,Block,EnChanged GrChanged KgNone,Small Rock 11,,,,
rock12,blocks,Block,EnChanged GrChanged KgNone,Small Rock 12,,,,
rocket,items,Ammo,EnChanged,Rocket (Ammo),,,,
rocketCasing,items,Item,KgNone,Rocket Casing,,,,
rocketCasingDesc,items,Item,KgNone,Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nUsed: [decea3]Ammunition Table[-]\nCrafted: [decea3]Forge[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nA rocket casing is used to make ammo for the rocket launcher.,,,,
rocketDesc,items,Ammo,EnChanged,"Type: [decea3]Ammunition[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Ammunition Table[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nUsed as rocket launcher ammunition, can be crafted once you've read the schematic.",,,,
rocketLauncherSchematic,items,Book,KgNone,Rocket Launcher Schematic,,,,
rocketLauncherSchematicDesc,items,Book,KgNone,Type: [decea3]Schematic[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Paper[-]\n\nLearn how to assemble and repair rocket launchers and craft rocket ammo by reading this schematic.,,,,
rocketTip,items,Item,KgNone,Rocket Tip,,,,
rocketTipDesc,items,Item,KgNone,Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nUsed: [decea3]Ammunition Table[-]\nCrafted: [decea3]Forge[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nA rocket tip is used to make ammo for the rocket launcher.,,,,
rockResource,blocks,Block,New,Resource Boulder 1,,,,
rockResource02,blocks,Block,New,Resource Boulder 2,,,,
rockSmall,items,Item,KgNone,Small Stone,,,,
rockSmallDesc,items,Item,KgNone,"Type: [decea3]Resource[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Forge[-]\nMaterial: [decea3]Stone[-]\n\nUsed in many recipes including stone axes, campfires & arrows. Can be thrown to distract zombies & are a core forging resource.",,,,
rottingFlesh,items,Item,KgNone,Rotting Flesh,,,,
rottingFleshDesc,items,Item,EnChanged KgNone,Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nYou can eat it but it is probably better used to make sulpher in a chemistry station.,,,,
